_time,_value
2023-12-17T07:26:16.738806868Z,74
2023-12-17T07:26:27.035240205Z,75
2023-12-17T07:26:37.250023182Z,63
2023-12-17T07:26:47.410876896Z,54
2023-12-17T07:26:57.520239114Z,71
2023-12-17T07:27:07.85843746Z,58
2023-12-17T07:27:18.194875873Z,56
2023-12-17T07:27:28.342527338Z,62
2023-12-17T07:27:38.534747765Z,69
2023-12-17T07:27:48.857278577Z,62
2023-12-17T07:27:59.024841237Z,74
2023-12-17T07:28:09.252102321Z,65
2023-12-17T07:28:19.584867546Z,68
2023-12-17T07:28:29.9167462Z,71
2023-12-17T07:28:40.229421666Z,96
2023-12-17T07:28:50.446145113Z,116
2023-12-17T07:29:00.77837024Z,96
2023-12-17T07:29:11.107799839Z,60
2023-12-17T07:29:21.422701709Z,64
2023-12-17T07:29:31.649392932Z,93
2023-12-17T07:29:42.015827908Z,68
2023-12-17T07:29:52.197447094Z,64
2023-12-17T07:30:02.355115581Z,78
2023-12-17T07:30:12.677612587Z,64
2023-12-17T07:30:22.789394857Z,70
2023-12-17T07:30:33.014854069Z,59
2023-12-17T07:30:43.346740044Z,60
2023-12-17T07:30:53.660235522Z,65
2023-12-17T07:31:03.971067495Z,66
2023-12-17T07:31:14.135596267Z,104
2023-12-17T07:31:24.267185703Z,79
2023-12-17T07:31:34.583698458Z,47
2023-12-17T07:31:44.89411562Z,50
2023-12-17T07:31:55.190891498Z,47
2023-12-17T07:32:05.520390351Z,65
2023-12-17T07:32:15.707419126Z,72
2023-12-17T07:32:25.889705468Z,64
2023-12-17T07:32:36.218937084Z,59
2023-12-17T07:32:46.557723598Z,91
2023-12-17T07:32:56.677953573Z,50
2023-12-17T07:33:06.809968794Z,73
2023-12-17T07:33:16.933153896Z,42
2023-12-17T07:33:27.071178905Z,77
2023-12-17T07:33:37.303235907Z,69
2023-12-17T07:33:47.607590971Z,89
2023-12-17T07:33:57.75127628Z,65
2023-12-17T07:34:07.88758253Z,61
2023-12-17T07:34:18.201976834Z,77
2023-12-17T07:34:28.501127635Z,78
2023-12-17T07:34:38.857360608Z,78
2023-12-17T07:34:49.210862853Z,69
2023-12-17T07:34:59.567425828Z,54
2023-12-17T07:35:09.890700468Z,79
2023-12-17T07:35:20.21243625Z,63
2023-12-17T07:35:30.529503677Z,58
2023-12-17T07:35:40.867933108Z,36
2023-12-17T07:35:51.201963597Z,81
2023-12-17T07:36:01.504199058Z,40
2023-12-17T07:36:11.743390541Z,80
2023-12-17T07:36:22.111633858Z,52
2023-12-17T07:36:32.461099909Z,82
2023-12-17T07:36:42.554318853Z,35
2023-12-17T07:36:52.905303554Z,52
2023-12-17T07:37:03.257411431Z,31
2023-12-17T07:37:13.348020062Z,57
2023-12-17T07:37:23.692748554Z,46
2023-12-17T07:37:34.065630592Z,44
2023-12-17T07:37:44.267187772Z,56
2023-12-17T07:37:54.590406554Z,64
2023-12-17T07:38:04.938204559Z,71
2023-12-17T07:38:15.099030045Z,55
2023-12-17T07:38:25.392555505Z,80
2023-12-17T07:38:35.711026267Z,51
2023-12-17T07:38:46.014636308Z,40
2023-12-17T07:38:56.160818437Z,78
2023-12-17T07:39:06.315196673Z,69
2023-12-17T07:39:16.582170018Z,36
2023-12-17T07:39:26.916686421Z,72
2023-12-17T07:39:37.076858311Z,65
2023-12-17T07:39:47.200569363Z,71
2023-12-17T07:39:57.507799256Z,62
2023-12-17T07:40:07.830722061Z,67
2023-12-17T07:40:18.084705438Z,54
2023-12-17T07:40:28.203980885Z,45
2023-12-17T07:40:38.428664322Z,63
2023-12-17T07:40:48.779928987Z,63
2023-12-17T07:40:59.088955844Z,45
2023-12-17T07:41:09.244061828Z,44
2023-12-17T07:41:19.563800061Z,44
2023-12-17T07:41:29.662091909Z,55
2023-12-17T07:41:39.980605999Z,46
2023-12-17T07:41:50.145057986Z,45
2023-12-17T07:42:00.354671931Z,47
2023-12-17T07:42:10.64621059Z,73
2023-12-17T07:42:20.874560903Z,51
2023-12-17T07:42:31.08444726Z,66
2023-12-17T07:42:41.221580987Z,44
2023-12-17T07:42:51.553296014Z,53
2023-12-17T07:43:01.789778597Z,68
2023-12-17T07:43:11.918266767Z,53
2023-12-17T07:43:22.242275314Z,46
2023-12-17T07:43:32.472572503Z,79
2023-12-17T07:43:42.827563269Z,45
2023-12-17T07:43:52.984979842Z,63
2023-12-17T07:44:03.299061721Z,41
2023-12-17T07:44:13.563295824Z,72
2023-12-17T07:44:23.868437673Z,73
2023-12-17T07:44:34.177253409Z,72
2023-12-17T07:44:44.519173413Z,72
2023-12-17T07:44:54.85282639Z,89
2023-12-17T07:45:05.116039515Z,77
2023-12-17T07:45:15.320250524Z,67
2023-12-17T07:45:25.639505311Z,54
2023-12-17T07:45:35.847473222Z,56
2023-12-17T07:45:46.187595356Z,44
2023-12-17T07:45:56.275888235Z,44
2023-12-17T07:46:06.4293354Z,56
2023-12-17T07:46:16.766916011Z,56
2023-12-17T07:46:27.063723927Z,62
2023-12-17T07:46:37.370755507Z,61
2023-12-17T07:46:47.489644776Z,74
2023-12-17T07:46:57.78521272Z,63
2023-12-17T07:47:08.141483865Z,66
2023-12-17T07:47:18.505282923Z,50
2023-12-17T07:47:28.830466492Z,53
2023-12-17T07:47:39.152542497Z,57
2023-12-17T07:47:49.400304314Z,63
2023-12-17T07:47:59.590702454Z,52
2023-12-17T07:48:09.975002821Z,43
2023-12-17T07:48:20.2751605Z,66
2023-12-17T07:48:30.40663576Z,49
2023-12-17T07:48:40.747612584Z,49
2023-12-17T07:48:50.842794278Z,47
2023-12-17T07:49:01.190165145Z,56
2023-12-17T07:49:11.550834629Z,62
2023-12-17T07:49:21.876337057Z,49
2023-12-17T07:49:32.10932654Z,39
2023-12-17T07:49:42.449069897Z,75
2023-12-17T07:49:52.705790105Z,50
2023-12-17T07:50:02.857040293Z,45
2023-12-17T07:50:13.014527631Z,58
2023-12-17T07:50:23.326869298Z,30
2023-12-17T07:50:33.475369611Z,36
2023-12-17T07:50:43.821704044Z,52
2023-12-17T07:50:54.077897313Z,44
2023-12-17T07:51:04.29686448Z,43
2023-12-17T07:51:14.681582012Z,34
2023-12-17T07:51:25.060424845Z,50
2023-12-17T07:51:35.208224092Z,70
2023-12-17T07:51:45.570917604Z,49
2023-12-17T07:51:55.719543106Z,40
2023-12-17T07:52:05.839830384Z,55
2023-12-17T07:52:16.193287453Z,40
2023-12-17T07:52:26.492703469Z,53
2023-12-17T07:52:36.825374235Z,62
2023-12-17T07:52:46.979663734Z,40
2023-12-17T07:52:57.133770371Z,51
2023-12-17T07:53:07.287117524Z,40
2023-12-17T07:53:17.62684272Z,48
2023-12-17T07:53:27.969575221Z,49
2023-12-17T07:53:38.119149724Z,52
2023-12-17T07:53:48.23117768Z,56
2023-12-17T07:53:58.571090645Z,41
2023-12-17T07:54:08.720178039Z,41
2023-12-17T07:54:19.030918629Z,50
2023-12-17T07:54:29.199593529Z,31
2023-12-17T07:54:39.330253205Z,43
2023-12-17T07:54:49.653724195Z,37
2023-12-17T07:54:59.809197176Z,29
2023-12-17T07:55:10.138685732Z,40
2023-12-17T07:55:20.319521966Z,46
2023-12-17T07:55:30.66288589Z,61
2023-12-17T07:55:41.008915884Z,47
2023-12-17T07:55:51.343605899Z,67
2023-12-17T07:56:01.533338923Z,39
2023-12-17T07:56:11.877137241Z,47
2023-12-17T07:56:22.085842673Z,25
2023-12-17T07:56:32.239920892Z,62
2023-12-17T07:56:42.580364907Z,49
2023-12-17T07:56:52.902450932Z,43
2023-12-17T07:57:03.006155002Z,53
2023-12-17T07:57:13.349344039Z,51
2023-12-17T07:57:23.49339605Z,63
2023-12-17T07:57:33.846943614Z,73
2023-12-17T07:57:43.951888619Z,58
2023-12-17T07:57:54.306412588Z,50
2023-12-17T07:58:04.567167156Z,40
2023-12-17T07:58:14.689479117Z,36
2023-12-17T07:58:25.025648276Z,47
2023-12-17T07:58:35.351774245Z,42
2023-12-17T07:58:45.483969615Z,43
2023-12-17T07:58:55.847306193Z,53
2023-12-17T07:59:05.992635135Z,34
2023-12-17T07:59:16.116013643Z,52
2023-12-17T07:59:26.282904644Z,32
2023-12-17T07:59:36.613443369Z,42
2023-12-17T07:59:46.974942265Z,32
2023-12-17T07:59:57.101911426Z,32
2023-12-17T08:00:07.413400134Z,38
2023-12-17T08:00:17.535991161Z,56
2023-12-17T08:00:27.845108158Z,46
2023-12-17T08:00:38.193841193Z,62
2023-12-17T08:00:48.305670547Z,44
2023-12-17T08:00:58.450478787Z,46
2023-12-17T08:01:08.618484982Z,27
2023-12-17T08:01:18.918478155Z,35
2023-12-17T08:01:29.088404692Z,57
2023-12-17T08:01:39.229276684Z,39
2023-12-17T08:01:49.564759982Z,32
2023-12-17T08:01:59.840777133Z,40
2023-12-17T08:02:09.99397408Z,53
2023-12-17T08:02:20.108383974Z,52
2023-12-17T08:02:30.42907862Z,47
2023-12-17T08:02:40.741160327Z,57
2023-12-17T08:02:50.898743813Z,32
2023-12-17T08:03:01.207993131Z,63
2023-12-17T08:03:11.514582103Z,46
2023-12-17T08:03:21.843273798Z,44
2023-12-17T08:03:31.949385868Z,41
2023-12-17T08:03:42.146291716Z,59
2023-12-17T08:03:52.524162357Z,45
2023-12-17T08:04:02.865664494Z,50
2023-12-17T08:04:12.993955744Z,62
2023-12-17T08:04:23.311732464Z,70
2023-12-17T08:04:33.408904235Z,67
2023-12-17T08:04:43.705101125Z,87
2023-12-17T08:04:54.056173071Z,73
2023-12-17T08:05:04.34777284Z,52
2023-12-17T08:05:14.704652581Z,83
2023-12-17T08:05:25.042652011Z,72
2023-12-17T08:05:35.221284074Z,70
2023-12-17T08:05:45.378268287Z,74
2023-12-17T08:05:55.698225164Z,69
2023-12-17T08:06:05.867369406Z,62
2023-12-17T08:06:16.010265054Z,61
2023-12-17T08:06:26.136738953Z,71
2023-12-17T08:06:36.301974916Z,47
2023-12-17T08:06:46.655932338Z,82
2023-12-17T08:06:56.996798632Z,67
2023-12-17T08:07:07.156222284Z,55
2023-12-17T08:07:17.253540912Z,19
2023-12-17T08:07:27.605756007Z,33
2023-12-17T08:07:37.919487164Z,24
2023-12-17T08:07:48.093069203Z,39
2023-12-17T08:07:58.429423306Z,44
2023-12-17T08:08:08.791398815Z,23
2023-12-17T08:08:18.940280608Z,47
2023-12-17T08:08:29.277171374Z,48
2023-12-17T08:08:39.484621978Z,50
2023-12-17T08:08:49.781884738Z,36
2023-12-17T08:08:59.957881087Z,53
2023-12-17T08:09:10.087120726Z,22
2023-12-17T08:09:20.424933701Z,43
2023-12-17T08:09:30.622817102Z,26
2023-12-17T08:09:40.969901064Z,40
2023-12-17T08:09:51.09914329Z,36
2023-12-17T08:10:01.406175241Z,60
2023-12-17T08:10:11.594569883Z,29
2023-12-17T08:10:21.929054931Z,47
2023-12-17T08:10:32.069444686Z,24
2023-12-17T08:10:42.247055228Z,42
2023-12-17T08:10:52.576996556Z,30
2023-12-17T08:11:02.903202646Z,40
2023-12-17T08:11:13.232194707Z,44
2023-12-17T08:11:23.582620456Z,45
2023-12-17T08:11:33.956075527Z,35
2023-12-17T08:11:44.125967974Z,33
2023-12-17T08:11:54.313748331Z,54
2023-12-17T08:12:04.50544853Z,28
2023-12-17T08:12:14.847163475Z,34
2023-12-17T08:12:25.003570045Z,20
2023-12-17T08:12:35.12889352Z,40
2023-12-17T08:12:45.290286553Z,20
2023-12-17T08:12:55.624349547Z,47
2023-12-17T08:13:05.801503377Z,26
2023-12-17T08:13:15.944159771Z,27
2023-12-17T08:13:26.269802182Z,45
2023-12-17T08:13:36.452615012Z,35
2023-12-17T08:13:46.629984079Z,26
2023-12-17T08:13:56.807793609Z,52
2023-12-17T08:14:07.014332626Z,43
2023-12-17T08:14:17.34258872Z,36
2023-12-17T08:14:27.667181506Z,50
2023-12-17T08:14:37.979452841Z,44
2023-12-17T08:14:48.22493291Z,39
2023-12-17T08:14:58.33275665Z,41
2023-12-17T08:15:08.637620404Z,54
2023-12-17T08:15:18.94914545Z,47
2023-12-17T08:15:29.274830595Z,44
2023-12-17T08:15:39.607527902Z,37
2023-12-17T08:15:49.736523478Z,60
2023-12-17T08:15:59.883290502Z,39
2023-12-17T08:16:10.204973707Z,51
2023-12-17T08:16:20.542388527Z,60
2023-12-17T08:16:30.859886059Z,63
2023-12-17T08:16:41.263548102Z,35
2023-12-17T08:16:51.583188725Z,59
2023-12-17T08:17:01.789350013Z,61
2023-12-17T08:17:12.112302281Z,78
2023-12-17T08:17:22.242247007Z,68
2023-12-17T08:17:32.543361129Z,67
2023-12-17T08:17:42.661310939Z,65
2023-12-17T08:17:52.862912147Z,67
2023-12-17T08:18:03.235705896Z,67
2023-12-17T08:18:13.447172719Z,71
2023-12-17T08:18:23.797526259Z,67
2023-12-17T08:18:33.97125785Z,65
2023-12-17T08:18:44.107195705Z,78
2023-12-17T08:18:54.438453689Z,79
2023-12-17T08:19:04.778189627Z,71
2023-12-17T08:19:14.915297911Z,43
2023-12-17T08:19:25.016039483Z,70
2023-12-17T08:19:35.338892875Z,57
2023-12-17T08:19:45.674968141Z,82
2023-12-17T08:19:55.909787593Z,62
2023-12-17T08:20:06.249773824Z,82
2023-12-17T08:20:16.604686991Z,67
2023-12-17T08:20:26.819751055Z,87
2023-12-17T08:20:37.187215712Z,80
2023-12-17T08:20:47.537729986Z,56
2023-12-17T08:20:57.860094402Z,66
2023-12-17T08:21:08.036268055Z,55
2023-12-17T08:21:18.157146305Z,52
2023-12-17T08:21:28.402571084Z,56
2023-12-17T08:21:38.731530037Z,47
2023-12-17T08:21:49.054889161Z,52
2023-12-17T08:21:59.387178836Z,63
2023-12-17T08:22:09.511544659Z,68
2023-12-17T08:22:19.845988509Z,53
2023-12-17T08:22:29.961453391Z,48
2023-12-17T08:22:40.171189896Z,59
2023-12-17T08:22:50.448932944Z,39
2023-12-17T08:23:00.784372763Z,66
2023-12-17T08:23:11.151670542Z,52
2023-12-17T08:23:21.517076123Z,66
2023-12-17T08:23:31.624987958Z,41
2023-12-17T08:23:41.949018862Z,70
2023-12-17T08:23:52.29743467Z,61
2023-12-17T08:24:02.411500096Z,67
2023-12-17T08:24:12.741814565Z,72
2023-12-17T08:24:23.069169673Z,68
2023-12-17T08:24:33.371680038Z,63
2023-12-17T08:24:43.718830176Z,68
2023-12-17T08:24:53.827532765Z,68
2023-12-17T08:25:03.937536156Z,61
2023-12-17T08:25:14.249727782Z,75
2023-12-17T08:25:24.404163081Z,64
2023-12-17T08:25:34.721681329Z,59
2023-12-17T08:25:45.036465629Z,60
2023-12-17T08:25:55.398379916Z,81
2023-12-17T08:26:05.712469714Z,92
2023-12-17T08:26:16.029680436Z,99
2023-12-17T08:26:26.405043695Z,116
2023-12-17T08:26:36.587151223Z,79
2023-12-17T08:26:46.937544393Z,80
2023-12-17T08:26:57.268793456Z,71
2023-12-17T08:27:07.591230382Z,73
2023-12-17T08:27:17.959923367Z,65
2023-12-17T08:27:28.301717806Z,96
2023-12-17T08:27:38.668530348Z,58
2023-12-17T08:27:48.766241443Z,72
2023-12-17T08:27:59.071314667Z,68
2023-12-17T08:28:09.183191844Z,85
2023-12-17T08:28:19.471952512Z,86
2023-12-17T08:28:29.790822459Z,71
2023-12-17T08:28:39.921594293Z,79
2023-12-17T08:28:50.274042157Z,100
2023-12-17T08:29:00.585971432Z,90
2023-12-17T08:29:10.913831104Z,80
2023-12-17T08:29:21.228111544Z,95
2023-12-17T08:29:31.561952701Z,82
2023-12-17T08:29:41.904523392Z,74
2023-12-17T08:29:52.221971408Z,79
2023-12-17T08:30:02.58971241Z,83
2023-12-17T08:30:12.903468174Z,73
2023-12-17T08:30:23.192039501Z,74
2023-12-17T08:30:33.498578418Z,81
2023-12-17T08:30:43.621727173Z,87
2023-12-17T08:30:53.954345548Z,75
2023-12-17T08:31:04.30420356Z,77
2023-12-17T08:31:14.634330209Z,75
2023-12-17T08:31:24.972709536Z,116
2023-12-17T08:31:35.160398974Z,81
2023-12-17T08:31:45.512303875Z,80
2023-12-17T08:31:55.850810362Z,76
2023-12-17T08:32:06.20281389Z,68
2023-12-17T08:32:16.539804505Z,85
2023-12-17T08:32:26.744289343Z,75
2023-12-17T08:32:37.061638473Z,79
2023-12-17T08:32:47.304965654Z,82
2023-12-17T08:32:57.653429743Z,89
2023-12-17T08:33:07.97340471Z,74
2023-12-17T08:33:18.185030787Z,84
2023-12-17T08:33:28.328542704Z,63
2023-12-17T08:33:38.678492818Z,73
2023-12-17T08:33:49.053234525Z,60
2023-12-17T08:33:59.36873151Z,94
2023-12-17T08:34:09.501376069Z,76
2023-12-17T08:34:19.803260672Z,93
2023-12-17T08:34:29.926702047Z,80
2023-12-17T08:34:40.081770483Z,86
2023-12-17T08:34:50.398696112Z,52
2023-12-17T08:35:00.754416858Z,69
2023-12-17T08:35:11.025372588Z,65
2023-12-17T08:35:21.262111481Z,72
2023-12-17T08:35:31.423719535Z,77
2023-12-17T08:35:41.733906528Z,74
2023-12-17T08:35:52.102723098Z,89
2023-12-17T08:36:02.210666614Z,84
2023-12-17T08:36:12.334959524Z,83
2023-12-17T08:36:22.603032291Z,64
2023-12-17T08:36:32.946472679Z,78
2023-12-17T08:36:43.269963714Z,78
2023-12-17T08:36:53.379522304Z,71
2023-12-17T08:37:03.724856519Z,76
2023-12-17T08:37:14.061707732Z,97
2023-12-17T08:37:24.183126274Z,65
2023-12-17T08:37:34.522336841Z,78
2023-12-17T08:37:44.632650484Z,51
2023-12-17T08:37:54.964505646Z,56
2023-12-17T08:38:05.097495193Z,80
2023-12-17T08:38:15.434238017Z,92
2023-12-17T08:38:25.550610512Z,69
2023-12-17T08:38:35.869818147Z,71
2023-12-17T08:38:46.102536507Z,62
2023-12-17T08:38:56.450640811Z,76
2023-12-17T08:39:06.714676389Z,94
2023-12-17T08:39:17.060949185Z,82
2023-12-17T08:39:27.425435554Z,75
2023-12-17T08:39:37.739142778Z,82
2023-12-17T08:39:48.094668342Z,66
2023-12-17T08:39:58.200692939Z,65
2023-12-17T08:40:08.522494578Z,70
2023-12-17T08:40:18.619443962Z,64
2023-12-17T08:40:28.932450664Z,80
2023-12-17T08:40:39.187928657Z,50
2023-12-17T08:40:49.507800347Z,78
2023-12-17T08:40:59.751261368Z,56
2023-12-17T08:41:10.098021862Z,68
2023-12-17T08:41:20.315971272Z,75
2023-12-17T08:41:30.629696459Z,87
2023-12-17T08:41:40.868719534Z,64
2023-12-17T08:41:51.21115813Z,79
2023-12-17T08:42:01.482513367Z,57
2023-12-17T08:42:11.599587025Z,60
2023-12-17T08:42:21.919171901Z,82
2023-12-17T08:42:32.252975926Z,57
2023-12-17T08:42:42.499676642Z,61
2023-12-17T08:42:52.613542066Z,56
2023-12-17T08:43:02.762453208Z,62
2023-12-17T08:43:13.051291362Z,69
2023-12-17T08:43:23.374947119Z,88
2023-12-17T08:43:33.759870199Z,69
2023-12-17T08:43:44.037270829Z,98
2023-12-17T08:43:54.31644186Z,87
2023-12-17T08:44:04.682364121Z,75
2023-12-17T08:44:15.0031394Z,113
2023-12-17T08:44:25.323294381Z,109
2023-12-17T08:44:35.646723309Z,82
2023-12-17T08:44:45.963341091Z,72
2023-12-17T08:44:56.303671013Z,86
2023-12-17T08:45:06.63002765Z,98
2023-12-17T08:45:16.968103098Z,102
2023-12-17T08:45:27.333631511Z,78
2023-12-17T08:45:37.437333567Z,68
2023-12-17T08:45:47.778174492Z,59
2023-12-17T08:45:58.141977002Z,57
2023-12-17T08:46:08.443973352Z,55
2023-12-17T08:46:18.750454165Z,105
2023-12-17T08:46:29.053547921Z,89
2023-12-17T08:46:39.391266651Z,94
2023-12-17T08:46:49.693982319Z,73
2023-12-17T08:47:00.007376658Z,54
2023-12-17T08:47:10.333843417Z,69
2023-12-17T08:47:20.646709682Z,54
2023-12-17T08:47:31.038471335Z,62
2023-12-17T08:47:41.350479811Z,66
2023-12-17T08:47:51.685963868Z,86
2023-12-17T08:48:01.808421247Z,77
2023-12-17T08:48:12.148431472Z,89
2023-12-17T08:48:22.502175999Z,94
2023-12-17T08:48:32.645932Z,93
2023-12-17T08:48:43.011353155Z,74
2023-12-17T08:48:53.352221737Z,64
2023-12-17T08:49:03.46551777Z,72
2023-12-17T08:49:13.573272622Z,65
2023-12-17T08:49:23.915232559Z,59
2023-12-17T08:49:34.259002851Z,59
2023-12-17T08:49:44.381248502Z,63
2023-12-17T08:49:54.502635999Z,70
2023-12-17T08:50:04.844826785Z,58
2023-12-17T08:50:15.151240541Z,87
2023-12-17T08:50:25.466148557Z,58
2023-12-17T08:50:35.615247268Z,81
2023-12-17T08:50:45.95085115Z,70
2023-12-17T08:50:56.257005558Z,61
2023-12-17T08:51:06.596649166Z,45
2023-12-17T08:51:16.936604625Z,83
2023-12-17T08:51:27.280868014Z,66
2023-12-17T08:51:37.447421593Z,47
2023-12-17T08:51:47.781611527Z,55
2023-12-17T08:51:58.052136027Z,65
2023-12-17T08:52:08.384895679Z,58
2023-12-17T08:52:18.736557Z,45
2023-12-17T08:52:29.061915225Z,71
2023-12-17T08:52:39.350064569Z,61
2023-12-17T08:52:49.667110565Z,85
2023-12-17T08:53:00.015584246Z,60
2023-12-17T08:53:10.320684583Z,57
2023-12-17T08:53:20.614000366Z,74
2023-12-17T08:53:30.733680635Z,73
2023-12-17T08:53:41.062529114Z,66
2023-12-17T08:53:51.42126061Z,67
2023-12-17T08:54:01.724861045Z,67
2023-12-17T08:54:12.047444148Z,61
2023-12-17T08:54:22.385171959Z,69
2023-12-17T08:54:32.715604775Z,60
2023-12-17T08:54:43.041847664Z,68
2023-12-17T08:54:53.375870305Z,57
2023-12-17T08:55:03.549442941Z,60
2023-12-17T08:55:13.901341161Z,48
2023-12-17T08:55:24.221687963Z,73
2023-12-17T08:55:34.522756965Z,62
2023-12-17T08:55:44.88592953Z,53
2023-12-17T08:55:54.982151295Z,46
2023-12-17T08:56:05.308820115Z,61
2023-12-17T08:56:15.61442892Z,88
2023-12-17T08:56:25.917765151Z,71
2023-12-17T08:56:36.223453247Z,78
2023-12-17T08:56:46.338137198Z,80
2023-12-17T08:56:56.658984998Z,80
2023-12-17T08:57:07.023272481Z,79
2023-12-17T08:57:17.357641973Z,103
2023-12-17T08:57:27.488064611Z,76
2023-12-17T08:57:37.796927902Z,92
2023-12-17T08:57:48.13629773Z,88
2023-12-17T08:57:58.469925473Z,101
2023-12-17T08:58:08.794452183Z,81
2023-12-17T08:58:19.155240739Z,115
2023-12-17T08:58:29.519461202Z,60
2023-12-17T08:58:39.612221413Z,58
2023-12-17T08:58:49.933212947Z,84
2023-12-17T08:59:00.133736524Z,81
2023-12-17T08:59:10.466096138Z,45
2023-12-17T08:59:20.81216294Z,88
2023-12-17T08:59:30.910512858Z,45
2023-12-17T08:59:41.274215053Z,88
2023-12-17T08:59:51.572038464Z,67
2023-12-17T09:00:01.924918657Z,96
2023-12-17T09:00:12.233931785Z,60
2023-12-17T09:00:22.566522852Z,54
2023-12-17T09:00:32.743739994Z,68
2023-12-17T09:00:42.872187173Z,60
2023-12-17T09:00:53.224594125Z,82
2023-12-17T09:01:03.384681447Z,60
2023-12-17T09:01:13.734913482Z,44
2023-12-17T09:01:24.068929139Z,54
2023-12-17T09:01:34.278277761Z,83
2023-12-17T09:01:44.39306554Z,46
2023-12-17T09:01:54.732067875Z,65
2023-12-17T09:02:05.034562424Z,63
2023-12-17T09:02:15.139999422Z,80
2023-12-17T09:02:25.293883688Z,68
2023-12-17T09:02:35.61592442Z,84
2023-12-17T09:02:45.949290715Z,54
2023-12-17T09:02:56.254596878Z,81
2023-12-17T09:03:06.569359547Z,86
2023-12-17T09:03:16.903535955Z,65
2023-12-17T09:03:27.004272857Z,56
2023-12-17T09:03:37.339731878Z,58
2023-12-17T09:03:47.455247526Z,62
2023-12-17T09:03:57.761129244Z,59
2023-12-17T09:04:08.079557582Z,49
2023-12-17T09:04:18.370234667Z,47
2023-12-17T09:04:28.661912754Z,67
2023-12-17T09:04:38.982173142Z,53
2023-12-17T09:04:49.314191061Z,73
2023-12-17T09:04:59.653146182Z,48
2023-12-17T09:05:09.991560224Z,76
2023-12-17T09:05:20.113471597Z,25
2023-12-17T09:05:30.4380904Z,69
2023-12-17T09:05:40.77208832Z,40
2023-12-17T09:05:51.118523403Z,52
2023-12-17T09:06:01.47428716Z,44
2023-12-17T09:06:11.58681776Z,61
2023-12-17T09:06:21.766209356Z,36
2023-12-17T09:06:31.865613136Z,53
2023-12-17T09:06:42.209095526Z,46
2023-12-17T09:06:52.523133224Z,57
2023-12-17T09:07:02.652621444Z,46
2023-12-17T09:07:12.999209604Z,39
2023-12-17T09:07:23.327521313Z,57
2023-12-17T09:07:33.635071295Z,41
2023-12-17T09:07:43.778467026Z,62
2023-12-17T09:07:53.890426779Z,42
2023-12-17T09:08:04.204925955Z,46
2023-12-17T09:08:14.534747126Z,39
2023-12-17T09:08:24.874495186Z,83
2023-12-17T09:08:34.973913044Z,64
2023-12-17T09:08:45.278186672Z,77
2023-12-17T09:08:55.594015793Z,60
2023-12-17T09:09:05.726134001Z,75
2023-12-17T09:09:16.031343559Z,64
2023-12-17T09:09:26.334299121Z,113
2023-12-17T09:09:36.648541535Z,76
2023-12-17T09:09:46.982060801Z,76
2023-12-17T09:09:57.290177856Z,65
2023-12-17T09:10:07.618919372Z,79
2023-12-17T09:10:17.982735644Z,61
2023-12-17T09:10:28.297167481Z,57
2023-12-17T09:10:38.627799743Z,59
2023-12-17T09:10:48.945420182Z,50
2023-12-17T09:10:59.287914371Z,65
2023-12-17T09:11:09.449014569Z,42
2023-12-17T09:11:19.778732647Z,64
2023-12-17T09:11:30.108515431Z,45
2023-12-17T09:11:40.41441325Z,77
2023-12-17T09:11:50.747141957Z,57
2023-12-17T09:12:01.083877715Z,65
2023-12-17T09:12:11.381580342Z,64
2023-12-17T09:12:21.56724335Z,66
2023-12-17T09:12:31.870263726Z,49
2023-12-17T09:12:42.201045914Z,64
2023-12-17T09:12:52.509099899Z,63
2023-12-17T09:13:02.654623589Z,90
2023-12-17T09:13:12.949487148Z,60
2023-12-17T09:13:23.077682192Z,59
2023-12-17T09:13:33.195930866Z,50
2023-12-17T09:13:43.51348044Z,55
2023-12-17T09:13:53.868486869Z,44
2023-12-17T09:14:03.992264857Z,62
2023-12-17T09:14:14.288365615Z,84
2023-12-17T09:14:24.381759197Z,88
2023-12-17T09:14:34.685850142Z,64
2023-12-17T09:14:45.000476218Z,46
2023-12-17T09:14:55.302080557Z,88
2023-12-17T09:15:05.605338611Z,62
2023-12-17T09:15:15.940365991Z,92
2023-12-17T09:15:26.270077877Z,71
2023-12-17T09:15:36.5696501Z,64
2023-12-17T09:15:46.877310647Z,45
2023-12-17T09:15:57.0152802Z,66
2023-12-17T09:16:07.365491363Z,46
2023-12-17T09:16:17.513904684Z,80
2023-12-17T09:16:27.851111196Z,60
2023-12-17T09:16:37.977099885Z,61
2023-12-17T09:16:48.321009043Z,36
2023-12-17T09:16:58.602163229Z,57
2023-12-17T09:17:08.927152657Z,53
2023-12-17T09:17:19.224356516Z,57
2023-12-17T09:17:29.585516259Z,33
2023-12-17T09:17:39.893585876Z,41
2023-12-17T09:17:50.1272087Z,46
2023-12-17T09:18:00.460304852Z,50
2023-12-17T09:18:10.737439619Z,47
2023-12-17T09:18:20.87004704Z,62
2023-12-17T09:18:30.963985725Z,55
2023-12-17T09:18:41.291793077Z,76
2023-12-17T09:18:51.406334797Z,60
2023-12-17T09:19:01.730074277Z,44
2023-12-17T09:19:11.886240565Z,49
2023-12-17T09:19:21.981125146Z,56
2023-12-17T09:19:32.138194026Z,47
2023-12-17T09:19:42.472797196Z,51
2023-12-17T09:19:52.796934612Z,44
2023-12-17T09:20:03.130473676Z,48
