,result,table,_start,_stop,_time,_value,_field,_measurement,backhaul_host
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:25:13.557218412Z,2.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:25:19.995646121Z,2.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:25:26.446634136Z,2.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:25:32.925374953Z,2.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:25:39.354593355Z,2.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:25:45.842875783Z,2.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:25:52.333896155Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:25:58.776402916Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:05.225694861Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:11.712843623Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:18.161672314Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:24.640898985Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:31.115058255Z,3.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:37.554697381Z,3.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:44.011378319Z,3.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:50.494571228Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:26:56.95345212Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:03.39267996Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:09.868439962Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:16.312802719Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:22.771983277Z,2.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:30.119337529Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:36.561392485Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:43.003808869Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:49.487629789Z,1.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:27:55.947963005Z,1.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:02.390831362Z,1.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:08.879229584Z,7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:15.316433266Z,7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:21.775588793Z,7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:28.260019249Z,2.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:34.707374727Z,2.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:41.18307878Z,2.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:47.655809606Z,5.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:28:54.103713358Z,5.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:00.580339688Z,5.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:07.086737964Z,7.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:13.543173857Z,7.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:20.000504714Z,7.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:26.479711562Z,3.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:32.921549328Z,3.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:39.363956893Z,3.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:45.873086315Z,4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:52.335661377Z,4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:29:58.806817818Z,4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:05.255559941Z,4.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:11.723122063Z,4.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:18.189477494Z,4.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:24.652814465Z,4.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:31.107260592Z,4.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:37.588776973Z,3.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:44.046232187Z,3.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:50.510090716Z,3.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:30:56.995010816Z,6.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:03.463496855Z,6.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:09.933456606Z,6.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:16.398734409Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:22.849978367Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:29.290449562Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:35.781616419Z,6.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:42.244270689Z,6.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:48.693077493Z,6.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:31:55.198641665Z,2.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:01.661311758Z,2.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:08.127943896Z,2.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:14.618269477Z,5.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:21.095539936Z,5.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:27.664730631Z,5.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:34.231824813Z,14.1,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:40.713220258Z,14.1,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:47.233703526Z,14.1,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:32:53.827119442Z,11,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:00.347593745Z,11,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:06.806260011Z,11,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:13.387531872Z,4.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:19.844449606Z,4.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:26.293261182Z,4.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:32.806694624Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:39.272894097Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:45.733611623Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:52.216011134Z,5.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:33:58.666342388Z,5.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:05.145796392Z,5.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:11.617949462Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:18.056459231Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:24.491718093Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:31.00899506Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:37.464820544Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:43.912970166Z,2.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:50.434934798Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:34:56.866306986Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:03.335816848Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:09.960282793Z,33,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:16.418955855Z,33,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:22.884231751Z,33,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:29.37166929Z,5.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:35.835911719Z,5.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:42.276382948Z,5.3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:48.761949804Z,6.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:35:55.213439433Z,6.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:01.684233218Z,6.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:08.17755927Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:14.688908907Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:21.13776191Z,3.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:27.776900811Z,4.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:34.498370033Z,4.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:41.033205722Z,4.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:47.880781746Z,16.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:36:54.853515715Z,16.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:01.563452762Z,16.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:08.107857758Z,7.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:14.890853937Z,7.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:21.548507493Z,7.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:28.116522967Z,9.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:34.626847604Z,9.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:41.059541745Z,9.9,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:47.617805771Z,4.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:37:54.078215272Z,4.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:00.534891427Z,4.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:07.420238124Z,18.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:14.367219726Z,18.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:21.456286836Z,18.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:28.302419217Z,17.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:35.258559112Z,17.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:42.359179608Z,17.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:49.102724791Z,10.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:38:55.564908295Z,10.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:02.176478028Z,10.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:08.690097561Z,21.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:15.433038534Z,21.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:22.27685589Z,21.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:29.003835813Z,20.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:35.556304499Z,20.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:42.648157207Z,20.5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:49.664163155Z,23,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:39:56.170350747Z,23,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:02.653993334Z,23,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:09.137833592Z,20.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:15.581200962Z,20.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:22.033761941Z,20.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:28.492593075Z,5.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:34.933909758Z,5.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:41.370151392Z,5.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:47.838109924Z,6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:40:54.317598769Z,6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:00.767805552Z,6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:07.221547237Z,3.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:13.615269025Z,3.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:20.066169001Z,3.8,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:26.555267328Z,17.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:32.995430739Z,17.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:39.420274672Z,17.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:45.920777727Z,3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:52.355531632Z,3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:41:58.80449712Z,3,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:05.264585972Z,12.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:11.71396282Z,12.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:18.207832879Z,5.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:24.652430523Z,5.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:31.154962033Z,5.4,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:37.625043344Z,4.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:44.083167771Z,4.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:50.560332885Z,4.7,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:42:57.063984821Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:03.51319264Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:09.947295402Z,3.6,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:16.418628901Z,5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:22.89210701Z,5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:29.367100037Z,5,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:35.876891864Z,18.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:42.339750144Z,18.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:48.808248556Z,18.2,airtime,airtime,10.0.10.223
,,0,2023-04-19T10:03:09.551032699Z,2023-04-26T10:03:09.551032699Z,2023-04-24T17:43:55.319435098Z,16.3,airtime,airtime,10.0.10.223
