,result,table,_start,_stop,_time,_value,_field,_measurement,endpoint,test,uuid
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:37:43.936615723Z,10803832,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:38:47.120563645Z,15903404,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:39:51.17487289Z,16474445,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:40:54.201681657Z,15540436,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:41:58.572914624Z,12207005,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:43:03.11961961Z,11530289,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:44:07.252577649Z,11696017,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:45:10.322685005Z,14891479,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:46:13.403060736Z,14104762,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:47:37.690568865Z,11652631,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:48:48.420737424Z,12968254,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:49:52.53130948Z,18708190,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:50:56.6214077Z,13368514,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:51:59.676908593Z,11932787,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:53:03.744268697Z,10987321,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:54:07.926632345Z,12396641,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:55:11.226344246Z,12662732,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:56:15.315316228Z,14420590,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:57:19.424869436Z,11782513,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:58:22.477121387Z,12284290,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T06:59:26.518157186Z,12699036,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:00:30.599906634Z,11941554,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:01:33.644251397Z,11379692,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:02:37.696815175Z,11241262,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:03:41.90218488Z,18267934,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:05:11.299649794Z,12983400,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:06:14.770233613Z,12846687,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:07:18.847911661Z,12565391,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:08:22.915658635Z,11179518,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:09:26.206606041Z,11153271,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:10:30.357087059Z,14100497,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:11:34.416003156Z,14589248,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:12:38.470424087Z,15133050,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa
,,0,2025-01-05T06:17:21.816532921Z,2025-01-05T07:17:21.816532921Z,2025-01-05T07:13:42.658486775Z,17968039,response_time,IPv6,2606:4700:4700::1111,icmp6,76752915-4483-4161-992d-188cf52051fa

