Timestamp,Ping Time (ms)
2024-12-09 11:55:48,6.36
2024-12-09 11:55:48,2.67
2024-12-09 11:55:48,2.38
2024-12-09 11:55:48,2.50
2024-12-09 11:55:48,2.46
2024-12-09 11:55:48,2.25
2024-12-09 11:55:48,2.39
2024-12-09 11:55:48,2.36
2024-12-09 11:55:48,2.41
2024-12-09 11:55:49,2.50
2024-12-09 11:55:49,2.39
2024-12-09 11:55:49,2.39
2024-12-09 11:55:49,2.53
2024-12-09 11:55:49,2.94
2024-12-09 11:55:49,2.64
2024-12-09 11:55:49,2.67
2024-12-09 11:55:49,2.99
2024-12-09 11:55:49,2.76
2024-12-09 11:55:50,2.63
2024-12-09 11:55:50,3.14
2024-12-09 11:55:50,2.70
2024-12-09 11:55:50,3.05
2024-12-09 11:55:50,2.40
2024-12-09 11:55:50,2.55
2024-12-09 11:55:50,2.51
2024-12-09 11:55:50,3.01
2024-12-09 11:55:50,2.66
2024-12-09 11:55:50,2.68
2024-12-09 11:55:51,2.54
2024-12-09 11:55:51,2.60
2024-12-09 11:55:51,2.67
2024-12-09 11:55:51,2.84
2024-12-09 11:55:51,2.92
2024-12-09 11:55:51,2.43
2024-12-09 11:55:51,2.42
2024-12-09 11:55:51,2.72
2024-12-09 11:55:51,2.75
2024-12-09 11:55:52,2.66
2024-12-09 11:55:52,2.37
2024-12-09 11:55:52,2.40
2024-12-09 11:55:52,2.54
2024-12-09 11:55:52,2.26
2024-12-09 11:55:52,2.34
2024-12-09 11:55:52,2.34
2024-12-09 11:55:52,2.41
2024-12-09 11:55:52,2.53
2024-12-09 11:55:52,2.63
2024-12-09 11:55:53,2.84
2024-12-09 11:55:53,2.70
2024-12-09 11:55:53,2.53
2024-12-09 11:55:53,2.70
2024-12-09 11:55:53,2.73
2024-12-09 11:55:53,2.79
2024-12-09 11:55:53,2.59
2024-12-09 11:55:53,2.43
2024-12-09 11:55:53,2.47
2024-12-09 11:55:54,2.70
2024-12-09 11:55:54,2.21
2024-12-09 11:55:54,2.61
2024-12-09 11:55:54,2.61
2024-12-09 11:55:54,2.53
2024-12-09 11:55:54,2.42
2024-12-09 11:55:54,2.50
2024-12-09 11:55:54,2.58
2024-12-09 11:55:54,2.43
2024-12-09 11:55:54,2.29
2024-12-09 11:55:55,2.32
2024-12-09 11:55:55,2.25
2024-12-09 11:55:55,2.43
2024-12-09 11:55:55,2.54
2024-12-09 11:55:55,2.88
2024-12-09 11:55:55,2.40
2024-12-09 11:55:55,2.36
2024-12-09 11:55:55,2.91
2024-12-09 11:55:55,2.65
2024-12-09 11:55:56,2.42
2024-12-09 11:55:56,2.56
2024-12-09 11:55:56,2.43
